Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;100;68,0 %;-;100;68,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;100;100,0 %;-;100;100,0 %;-
SPD;31;31,0 %;-;38;38,0 %;-
AfD;39;39,0 %;-;33;33,0 %;-
CDU;10;10,0 %;-;4;4,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,0 %;-
DIE LINKE;7;7,0 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;13;13,0 %;-;5;5,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;17;17,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
