Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;706;-;-;706;-;-
Wählende;418;59,2 %;+87;418;59,2 %;+87
Ungültige Stimmen;2;0,5 %;-22;2;0,5 %;-14
Gültige Stimmen;416;99,5 %;+22;416;99,5 %;+14
SPD;112;26,9 %;+35;103;24,8 %;+10
AfD;187;45,0 %;+96;181;43,5 %;+62
CDU;62;14,9 %;-29;43;10,3 %;-62
GRÜNE/B 90;1;0,2 %;-59;2;0,5 %;-34
DIE LINKE;10;2,4 %;-48;10;2,4 %;-42
BVB / FREIE WÄHLER;32;7,7 %;+38;16;3,8 %;+05
FDP;1;0,2 %;-14;1;0,2 %;-20
Tierschutzpartei;11;2,6 %;+26;8;1,9 %;-17
Plus;-;-;-08;2;0,5 %;-17
BSW;-;-;-;48;11,5 %;+115
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;1;0,2 %;+02
