Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;837;-;-;837;-;-
Ungültige Stimmen;11;1,3 %;+01;5;0,6 %;-02
Gültige Stimmen;826;98,7 %;-01;832;99,4 %;+02
SPD;295;35,7 %;+89;286;34,4 %;+73
AfD;213;25,8 %;+52;182;21,9 %;+09
CDU;182;22,0 %;+12;139;16,7 %;-35
GRÜNE/B 90;25;3,0 %;-69;17;2,0 %;-67
DIE LINKE;24;2,9 %;-73;15;1,8 %;-77
BVB / FREIE WÄHLER;50;6,1 %;-09;30;3,6 %;-15
FDP;7;0,8 %;-39;5;0,6 %;-33
Tierschutzpartei;-;-;-;17;2,0 %;-07
Plus;10;1,2 %;+12;10;1,2 %;-03
BSW;-;-;-;115;13,8 %;+138
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;2;0,2 %;+02
DLW;20;2,4 %;+24;12;1,4 %;+14
WU;-;-;-;2;0,2 %;+02
