Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;686;-;-;686;-;-
Wählende;327;47,7 %;-;327;47,7 %;-
Ungültige Stimmen;3;0,9 %;-;4;1,2 %;-
Gültige Stimmen;324;99,1 %;-;323;98,8 %;-
SPD;99;30,6 %;-;99;30,7 %;-
AfD;130;40,1 %;-;127;39,3 %;-
CDU;35;10,8 %;-;30;9,3 %;-
GRÜNE/B 90;6;1,9 %;-;5;1,5 %;-
DIE LINKE;8;2,5 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;35;10,8 %;-;14;4,3 %;-
FDP;5;1,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;30;9,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,9 %;-;5;1,5 %;-
WU;-;-;-;0;0,0 %;-
