Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;92;-;-;92;-;-
Wählende;52;56,5 %;+18;52;56,5 %;+18
Ungültige Stimmen;0;0,0 %;-26;0;0,0 %;-26
Gültige Stimmen;52;100,0 %;+26;52;100,0 %;+26
SPD;14;26,9 %;-39;13;25,0 %;-52
AfD;24;46,2 %;+215;18;34,6 %;+100
CDU;11;21,2 %;+47;10;19,2 %;+37
GRÜNE/B 90;1;1,9 %;-66;0;0,0 %;-97
DIE LINKE;0;0,0 %;-103;0;0,0 %;-82
BVB / FREIE WÄHLER;1;1,9 %;-34;1;1,9 %;-16
FDP;1;1,9 %;-22;0;0,0 %;-35
Tierschutzpartei;-;-;-;0;0,0 %;-32
Plus;-;-;-;0;0,0 %;-15
BSW;-;-;-;9;17,3 %;+173
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;0;0,0 %;00;1;1,9 %;+19
WU;-;-;-;0;0,0 %;00
