Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;276;-;-;276;-;-
Wählende;159;57,6 %;-;159;57,6 %;-
Ungültige Stimmen;4;2,5 %;-;3;1,9 %;-
Gültige Stimmen;155;97,5 %;-;156;98,1 %;-
SPD;65;41,9 %;-;57;36,5 %;-
AfD;49;31,6 %;-;43;27,6 %;-
CDU;18;11,6 %;-;17;10,9 %;-
GRÜNE/B 90;5;3,2 %;-;7;4,5 %;-
DIE LINKE;6;3,9 %;-;4;2,6 %;-
BVB / FREIE WÄHLER;8;5,2 %;-;2;1,3 %;-
FDP;3;1,9 %;-;3;1,9 %;-
Tierschutzpartei;-;-;-;2;1,3 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;17;10,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,6 %;-;3;1,9 %;-
WU;-;-;-;0;0,0 %;-
