Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;159;-;-;159;-;-
Wählende;117;73,6 %;-;117;73,6 %;-
Ungültige Stimmen;1;0,9 %;-;0;0,0 %;-
Gültige Stimmen;116;99,1 %;-;117;100,0 %;-
SPD;46;39,7 %;-;33;28,2 %;-
AfD;29;25,0 %;-;25;21,4 %;-
CDU;24;20,7 %;-;22;18,8 %;-
GRÜNE/B 90;0;0,0 %;-;6;5,1 %;-
DIE LINKE;2;1,7 %;-;5;4,3 %;-
BVB / FREIE WÄHLER;8;6,9 %;-;1;0,9 %;-
FDP;1;0,9 %;-;1;0,9 %;-
Tierschutzpartei;-;-;-;1;0,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;17;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;5,2 %;-;5;4,3 %;-
WU;-;-;-;1;0,9 %;-
