Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;159;-;-;159;-;-
Wählende;88;55,3 %;-;88;55,3 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;88;100,0 %;-;88;100,0 %;-
SPD;26;29,5 %;-;24;27,3 %;-
AfD;31;35,2 %;-;26;29,5 %;-
CDU;16;18,2 %;-;13;14,8 %;-
GRÜNE/B 90;2;2,3 %;-;3;3,4 %;-
DIE LINKE;2;2,3 %;-;5;5,7 %;-
BVB / FREIE WÄHLER;6;6,8 %;-;3;3,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;5;5,7 %;-;5;5,7 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;7;8,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
