Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.459;-;-;1.459;-;-
Wählende;812;55,7 %;+51;812.0;55,7 %;+51
Ungültige Stimmen;10;1,2 %;-05;9.0;1,1 %;-01
Gültige Stimmen;802;98,8 %;+05;803.0;98,9 %;+01
SPD;288;35,9 %;+103;224.0;27,9 %;+24
AfD;331;41,3 %;+144;315.0;39,2 %;+111
CDU;89;11,1 %;-79;76.0;9,5 %;-55
GRÜNE/B 90;10;1,2 %;-59;29.0;3,6 %;-34
DIE LINKE;16;2,0 %;-78;12.0;1,5 %;-90
BVB / FREIE WÄHLER;65;8,1 %;-03;26.0;3,2 %;-27
FDP;3;0,4 %;-17;1.0;0,1 %;-32
Tierschutzpartei;-;-;-;14.0;1,7 %;-22
Plus;-;-;-;1.0;0,1 %;-05
BSW;-;-;-;98.0;12,2 %;+122
III. Weg;-;-;-;2.0;0,2 %;+02
DKP;-;-;-;1.0;0,1 %;+01
DLW;-;-;-;2.0;0,2 %;+02
WU;-;-;-;2.0;0,2 %;+02
