Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;998;-;-;998;-;-
Wählende;462;46,3 %;-;462;46,3 %;-
Ungültige Stimmen;4;0,9 %;-;2;0,4 %;-
Gültige Stimmen;458;99,1 %;-;460;99,6 %;-
SPD;167;36,5 %;-;164;35,7 %;-
AfD;132;28,8 %;-;122;26,5 %;-
CDU;104;22,7 %;-;67;14,6 %;-
GRÜNE/B 90;16;3,5 %;-;33;7,2 %;-
DIE LINKE;17;3,7 %;-;8;1,7 %;-
BVB / FREIE WÄHLER;18;3,9 %;-;6;1,3 %;-
FDP;4;0,9 %;-;6;1,3 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;43;9,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
