Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;344;-;-;344;-;-
Ungültige Stimmen;7;2,0 %;-;2;0,6 %;-
Gültige Stimmen;337;98,0 %;-;342;99,4 %;-
SPD;132;39,2 %;-;122;35,7 %;-
AfD;81;24,0 %;-;65;19,0 %;-
CDU;50;14,8 %;-;27;7,9 %;-
GRÜNE/B 90;11;3,3 %;-;8;2,3 %;-
DIE LINKE;30;8,9 %;-;14;4,1 %;-
BVB / FREIE WÄHLER;15;4,5 %;-;4;1,2 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;7;2,0 %;-
Plus;5;1,5 %;-;9;2,6 %;-
BSW;-;-;-;81;23,7 %;-
III. Weg;-;-;-;2;0,6 %;-
DKP;2;0,6 %;-;0;0,0 %;-
DLW;-;-;-;3;0,9 %;-
WU;-;-;-;0;0,0 %;-
Demokraten BB;10;3,0 %;-;-;-;-
