Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;910;-;-;910;-;-
Wählende;401;44,1 %;-;401;44,1 %;-
Ungültige Stimmen;3;0,7 %;-;3;0,7 %;-
Gültige Stimmen;398;99,3 %;-;398;99,3 %;-
SPD;158;39,7 %;-;152;38,2 %;-
AfD;148;37,2 %;-;136;34,2 %;-
CDU;40;10,1 %;-;33;8,3 %;-
GRÜNE/B 90;4;1,0 %;-;8;2,0 %;-
DIE LINKE;16;4,0 %;-;6;1,5 %;-
BVB / FREIE WÄHLER;27;6,8 %;-;10;2,5 %;-
FDP;5;1,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;12;3,0 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;33;8,3 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;2;0,5 %;-
DLW;-;-;-;3;0,8 %;-
WU;-;-;-;0;0,0 %;-
