Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;682;-;-;682;-;-
Wählende;348;51,0 %;+63;348;51,0 %;+63
Ungültige Stimmen;2;0,6 %;-08;1;0,3 %;-08
Gültige Stimmen;346;99,4 %;+08;347;99,7 %;+08
SPD;102;29,5 %;+69;86;24,8 %;+21
AfD;155;44,8 %;+110;141;40,6 %;+73
CDU;43;12,4 %;-25;34;9,8 %;-51
GRÜNE/B 90;2;0,6 %;-83;6;1,7 %;-60
DIE LINKE;18;5,2 %;-55;15;4,3 %;-43
BVB / FREIE WÄHLER;15;4,3 %;-12;1;0,3 %;-30
FDP;5;1,4 %;-21;2;0,6 %;-45
Tierschutzpartei;-;-;-;7;2,0 %;-09
Plus;0;0,0 %;00;1;0,3 %;-08
BSW;-;-;-;49;14,1 %;+141
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;6;1,7 %;+17;2;0,6 %;+06
WU;-;-;-;3;0,9 %;+09
