Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.171;-;-;1.171;-;-
Ungültige Stimmen;12;1,0 %;-;7.0;0,6 %;-
Gültige Stimmen;1.159;99,0 %;-;1.164;99,4 %;-
SPD;365;31,5 %;-;350.0;30,1 %;-
AfD;202;17,4 %;-;183.0;15,7 %;-
CDU;272;23,5 %;-;232.0;19,9 %;-
GRÜNE/B 90;105;9,1 %;-;86.0;7,4 %;-
DIE LINKE;51;4,4 %;-;38.0;3,3 %;-
BVB / FREIE WÄHLER;99;8,5 %;-;21.0;1,8 %;-
FDP;22;1,9 %;-;22.0;1,9 %;-
Tierschutzpartei;-;-;-;35.0;3,0 %;-
Plus;43;3,7 %;-;22.0;1,9 %;-
BSW;-;-;-;167.0;14,3 %;-
III. Weg;-;-;-;3.0;0,3 %;-
DKP;-;-;-;2.0;0,2 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;1.0;0,1 %;-
