Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;238;-;-;238;-;-
Wählende;121;50,8 %;-;121;50,8 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;120;99,2 %;-;120;99,2 %;-
SPD;41;34,2 %;-;34;28,3 %;-
AfD;58;48,3 %;-;55;45,8 %;-
CDU;2;1,7 %;-;1;0,8 %;-
GRÜNE/B 90;3;2,5 %;-;4;3,3 %;-
DIE LINKE;6;5,0 %;-;3;2,5 %;-
BVB / FREIE WÄHLER;9;7,5 %;-;6;5,0 %;-
FDP;1;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,7 %;-
Plus;-;-;-;4;3,3 %;-
BSW;-;-;-;8;6,7 %;-
III. Weg;-;-;-;1;0,8 %;-
DKP;-;-;-;2;1,7 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
