Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.717;-;-;1.717;-;-
Wählende;694;40,4 %;-;694;40,4 %;-
Ungültige Stimmen;8;1,2 %;-;5;0,7 %;-
Gültige Stimmen;686;98,8 %;-;689;99,3 %;-
SPD;285;41,5 %;-;253;36,7 %;-
AfD;173;25,2 %;-;168;24,4 %;-
CDU;160;23,3 %;-;146;21,2 %;-
GRÜNE/B 90;12;1,7 %;-;22;3,2 %;-
DIE LINKE;10;1,5 %;-;11;1,6 %;-
BVB / FREIE WÄHLER;30;4,4 %;-;18;2,6 %;-
FDP;13;1,9 %;-;10;1,5 %;-
Tierschutzpartei;-;-;-;18;2,6 %;-
Plus;-;-;-;2;0,3 %;-
BSW;-;-;-;35;5,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,3 %;-;1;0,1 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;3;0,4 %;-
EB Schamberger;1;0,1 %;-;-;-;-
