Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.051;-;-;1.051;-;-
Wählende;573;54,5 %;+39;573.0;54,5 %;+39
Ungültige Stimmen;8;1,4 %;-02;7.0;1,2 %;+05
Gültige Stimmen;565;98,6 %;+02;566.0;98,8 %;-05
SPD;225;39,8 %;+82;201.0;35,5 %;+18
AfD;203;35,9 %;+81;185.0;32,7 %;+51
CDU;65;11,5 %;-00;61.0;10,8 %;-08
GRÜNE/B 90;1;0,2 %;-70;13.0;2,3 %;-50
DIE LINKE;37;6,5 %;-35;25.0;4,4 %;-40
BVB / FREIE WÄHLER;17;3,0 %;-53;8.0;1,4 %;-30
FDP;4;0,7 %;-27;0.0;0,0 %;-30
Tierschutzpartei;-;-;-;6.0;1,1 %;-16
Plus;-;-;-;3.0;0,5 %;-05
BSW;-;-;-;54.0;9,5 %;+95
III. Weg;-;-;-;2.0;0,4 %;+04
DKP;-;-;-;0.0;0,0 %;00
DLW;13;2,3 %;+23;5.0;0,9 %;+09
WU;-;-;-;3.0;0,5 %;+05
