Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.336;-;-;1.336;-;-
Wählende;848;63,5 %;+54;848;63,5 %;+54
Ungültige Stimmen;11;1,3 %;-02;7;0,8 %;-04
Gültige Stimmen;837;98,7 %;+02;841;99,2 %;+04
SPD;186;22,2 %;-61;186;22,1 %;-32
AfD;484;57,8 %;+167;450;53,5 %;+107
CDU;82;9,8 %;-30;61;7,3 %;-65
GRÜNE/B 90;4;0,5 %;-23;2;0,2 %;-28
DIE LINKE;24;2,9 %;-34;9;1,1 %;-46
BVB / FREIE WÄHLER;37;4,4 %;+15;14;1,7 %;-07
FDP;7;0,8 %;-23;5;0,6 %;-38
Tierschutzpartei;-;-;-;12;1,4 %;-08
Plus;-;-;-;2;0,2 %;-01
BSW;-;-;-;91;10,8 %;+108
III. Weg;-;-;-;2;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,4 %;+04
WU;-;-;-;4;0,5 %;+05
EB Hoffmann;13;1,6 %;-11;-;-;-
