Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;590;-;-;590;-;-
Wählende;342;58,0 %;+138;342;58,0 %;+138
Ungültige Stimmen;2;0,6 %;-48;2;0,6 %;-08
Gültige Stimmen;340;99,4 %;+48;340;99,4 %;+08
SPD;153;45,0 %;+122;91;26,8 %;+23
AfD;117;34,4 %;+344;131;38,5 %;+46
CDU;40;11,8 %;-129;39;11,5 %;-71
GRÜNE/B 90;4;1,2 %;-24;2;0,6 %;-37
DIE LINKE;7;2,1 %;-58;8;2,4 %;-44
BVB / FREIE WÄHLER;14;4,1 %;-36;11;3,2 %;-04
FDP;3;0,9 %;-57;1;0,3 %;-48
Tierschutzpartei;-;-;-;2;0,6 %;-17
Plus;-;-;-;4;1,2 %;+02
BSW;-;-;-;47;13,8 %;+138
III. Weg;-;-;-;0;0,0 %;00
DKP;2;0,6 %;+06;1;0,3 %;+03
DLW;-;-;-;3;0,9 %;+09
WU;-;-;-;0;0,0 %;00
