Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;652;-;-;652;-;-
Ungültige Stimmen;5;0,8 %;-;1;0,2 %;-
Gültige Stimmen;647;99,2 %;-;651;99,8 %;-
SPD;171;26,4 %;-;189;29,0 %;-
AfD;131;20,2 %;-;109;16,7 %;-
CDU;97;15,0 %;-;93;14,3 %;-
GRÜNE/B 90;44;6,8 %;-;41;6,3 %;-
DIE LINKE;60;9,3 %;-;35;5,4 %;-
BVB / FREIE WÄHLER;121;18,7 %;-;41;6,3 %;-
FDP;9;1,4 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;12;1,8 %;-
Plus;-;-;-;10;1,5 %;-
BSW;-;-;-;114;17,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,3 %;-
dieBasis;8;1,2 %;-;-;-;-
EB Link;6;0,9 %;-;-;-;-
