Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;829;-;-;829;-;-
Ungültige Stimmen;8;1,0 %;-;4;0,5 %;-
Gültige Stimmen;821;99,0 %;-;825;99,5 %;-
SPD;287;35,0 %;-;290;35,2 %;-
AfD;167;20,3 %;-;153;18,5 %;-
CDU;151;18,4 %;-;113;13,7 %;-
GRÜNE/B 90;23;2,8 %;-;13;1,6 %;-
DIE LINKE;60;7,3 %;-;24;2,9 %;-
BVB / FREIE WÄHLER;108;13,2 %;-;35;4,2 %;-
FDP;15;1,8 %;-;10;1,2 %;-
Tierschutzpartei;-;-;-;25;3,0 %;-
Plus;-;-;-;14;1,7 %;-
BSW;-;-;-;140;17,0 %;-
III. Weg;-;-;-;4;0,5 %;-
DKP;10;1,2 %;-;1;0,1 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;0;0,0 %;-
