Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;970;-;-;970;-;-
Wählende;451;46,5 %;-;451;46,5 %;-
Ungültige Stimmen;5;1,1 %;-;2;0,4 %;-
Gültige Stimmen;446;98,9 %;-;449;99,6 %;-
SPD;178;39,9 %;-;152;33,9 %;-
AfD;129;28,9 %;-;122;27,2 %;-
CDU;76;17,0 %;-;57;12,7 %;-
GRÜNE/B 90;10;2,2 %;-;28;6,2 %;-
DIE LINKE;24;5,4 %;-;14;3,1 %;-
BVB / FREIE WÄHLER;22;4,9 %;-;7;1,6 %;-
FDP;1;0,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;5;1,1 %;-
Plus;6;1,3 %;-;3;0,7 %;-
BSW;-;-;-;57;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,7 %;-
