Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;220;-;-;220;-;-
Wählende;117;53,2 %;-;117;53,2 %;-
Ungültige Stimmen;3;2,6 %;-;1;0,9 %;-
Gültige Stimmen;114;97,4 %;-;116;99,1 %;-
SPD;49;43,0 %;-;43;37,1 %;-
AfD;34;29,8 %;-;27;23,3 %;-
CDU;16;14,0 %;-;11;9,5 %;-
GRÜNE/B 90;3;2,6 %;-;4;3,4 %;-
DIE LINKE;3;2,6 %;-;4;3,4 %;-
BVB / FREIE WÄHLER;7;6,1 %;-;4;3,4 %;-
FDP;2;1,8 %;-;2;1,7 %;-
Tierschutzpartei;-;-;-;5;4,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;8,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,9 %;-
WU;-;-;-;5;4,3 %;-
