Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;695;-;-;695;-;-
Ungültige Stimmen;3;0,4 %;-;1;0,1 %;-
Gültige Stimmen;692;99,6 %;-;694;99,9 %;-
SPD;222;32,1 %;-;223;32,1 %;-
AfD;46;6,6 %;-;41;5,9 %;-
CDU;78;11,3 %;-;71;10,2 %;-
GRÜNE/B 90;181;26,2 %;-;155;22,3 %;-
DIE LINKE;95;13,7 %;-;70;10,1 %;-
BVB / FREIE WÄHLER;26;3,8 %;-;12;1,7 %;-
FDP;11;1,6 %;-;7;1,0 %;-
Tierschutzpartei;33;4,8 %;-;14;2,0 %;-
Plus;-;-;-;24;3,5 %;-
BSW;-;-;-;75;10,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
