Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;762;-;-;762;-;-
Ungültige Stimmen;16;2,1 %;-;3;0,4 %;-
Gültige Stimmen;746;97,9 %;-;759;99,6 %;-
SPD;208;27,9 %;-;257;33,9 %;-
AfD;121;16,2 %;-;105;13,8 %;-
CDU;248;33,2 %;-;154;20,3 %;-
GRÜNE/B 90;24;3,2 %;-;20;2,6 %;-
DIE LINKE;-;-;-;18;2,4 %;-
BVB / FREIE WÄHLER;132;17,7 %;-;35;4,6 %;-
FDP;13;1,7 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;19;2,5 %;-
Plus;-;-;-;7;0,9 %;-
BSW;-;-;-;132;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;3;0,4 %;-
