Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;372;-;-;372;-;-
Wählende;218;58,6 %;-;218;58,6 %;-
Ungültige Stimmen;2;0,9 %;-;1;0,5 %;-
Gültige Stimmen;216;99,1 %;-;217;99,5 %;-
SPD;56;25,9 %;-;52;24,0 %;-
AfD;74;34,3 %;-;70;32,3 %;-
CDU;34;15,7 %;-;32;14,7 %;-
GRÜNE/B 90;6;2,8 %;-;11;5,1 %;-
DIE LINKE;9;4,2 %;-;1;0,5 %;-
BVB / FREIE WÄHLER;36;16,7 %;-;7;3,2 %;-
FDP;1;0,5 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;5;2,3 %;-
Plus;-;-;-;3;1,4 %;-
BSW;-;-;-;35;16,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
