Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;510;-;-;510;-;-
Ungültige Stimmen;8;1,6 %;-;2;0,4 %;-
Gültige Stimmen;502;98,4 %;-;508;99,6 %;-
SPD;213;42,4 %;-;177;34,8 %;-
AfD;80;15,9 %;-;72;14,2 %;-
CDU;70;13,9 %;-;61;12,0 %;-
GRÜNE/B 90;28;5,6 %;-;30;5,9 %;-
DIE LINKE;60;12,0 %;-;28;5,5 %;-
BVB / FREIE WÄHLER;21;4,2 %;-;5;1,0 %;-
FDP;2;0,4 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;19;3,7 %;-
Plus;28;5,6 %;-;13;2,6 %;-
BSW;-;-;-;101;19,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
