Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;817;-;-;817;-;-
Wählende;355;43,5 %;-;355;43,5 %;-
Ungültige Stimmen;7;2,0 %;-;4;1,1 %;-
Gültige Stimmen;348;98,0 %;-;351;98,9 %;-
SPD;88;25,3 %;-;94;26,8 %;-
AfD;169;48,6 %;-;158;45,0 %;-
CDU;35;10,1 %;-;17;4,8 %;-
GRÜNE/B 90;1;0,3 %;-;4;1,1 %;-
DIE LINKE;22;6,3 %;-;16;4,6 %;-
BVB / FREIE WÄHLER;14;4,0 %;-;5;1,4 %;-
FDP;3;0,9 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;7;2,0 %;-
Plus;12;3,4 %;-;3;0,9 %;-
BSW;-;-;-;38;10,8 %;-
III. Weg;4;1,1 %;-;3;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;1;0,3 %;-
