Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;313;-;-;313;-;-
Wählende;168;53,7 %;-;168;53,7 %;-
Ungültige Stimmen;1;0,6 %;-;1;0,6 %;-
Gültige Stimmen;167;99,4 %;-;167;99,4 %;-
SPD;48;28,7 %;-;48;28,7 %;-
AfD;71;42,5 %;-;68;40,7 %;-
CDU;31;18,6 %;-;20;12,0 %;-
GRÜNE/B 90;1;0,6 %;-;1;0,6 %;-
DIE LINKE;6;3,6 %;-;3;1,8 %;-
BVB / FREIE WÄHLER;9;5,4 %;-;9;5,4 %;-
FDP;1;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;9,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;1;0,6 %;-
WU;-;-;-;1;0,6 %;-
