Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;125;-;-;125;-;-
Wählende;76;60,8 %;-;76;60,8 %;-
Ungültige Stimmen;2;2,6 %;-;1;1,3 %;-
Gültige Stimmen;74;97,4 %;-;75;98,7 %;-
SPD;28;37,8 %;-;25;33,3 %;-
AfD;33;44,6 %;-;29;38,7 %;-
CDU;7;9,5 %;-;10;13,3 %;-
GRÜNE/B 90;1;1,4 %;-;0;0,0 %;-
DIE LINKE;0;0,0 %;-;1;1,3 %;-
BVB / FREIE WÄHLER;3;4,1 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;2;2,7 %;-;1;1,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;5;6,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;5,3 %;-
WU;-;-;-;0;0,0 %;-
