Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;83;-;-;83;-;-
Wählende;49;59,0 %;-;49;59,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;49;100,0 %;-;49;100,0 %;-
SPD;16;32,7 %;-;10;20,4 %;-
AfD;25;51,0 %;-;22;44,9 %;-
CDU;3;6,1 %;-;7;14,3 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;3;6,1 %;-;1;2,0 %;-
BVB / FREIE WÄHLER;2;4,1 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;4,1 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;7;14,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
