Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;667;-;-;667;-;-
Wählende;290;43,5 %;-58;290;43,5 %;-58
Ungültige Stimmen;8;2,8 %;+03;3;1,0 %;-11
Gültige Stimmen;282;97,2 %;-03;287;99,0 %;+11
SPD;92;32,6 %;+62;78;27,2 %;+15
AfD;121;42,9 %;+190;112;39,0 %;+144
CDU;30;10,6 %;-16;25;8,7 %;-36
GRÜNE/B 90;6;2,1 %;-79;12;4,2 %;-53
DIE LINKE;7;2,5 %;-129;3;1,0 %;-113
BVB / FREIE WÄHLER;14;5,0 %;-34;5;1,7 %;-38
FDP;7;2,5 %;-11;3;1,0 %;-31
Tierschutzpartei;-;-;-;12;4,2 %;+12
Plus;-;-;-;3;1,0 %;-18
BSW;-;-;-;30;10,5 %;+105
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;5;1,8 %;+18;3;1,0 %;+10
WU;-;-;-;1;0,3 %;+03
