Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;753;-;-;753;-;-
Ungültige Stimmen;14;1,9 %;-;8;1,1 %;-
Gültige Stimmen;739;98,1 %;-;745;98,9 %;-
SPD;239;32,3 %;-;271;36,4 %;-
AfD;158;21,4 %;-;146;19,6 %;-
CDU;190;25,7 %;-;127;17,0 %;-
GRÜNE/B 90;13;1,8 %;-;21;2,8 %;-
DIE LINKE;60;8,1 %;-;20;2,7 %;-
BVB / FREIE WÄHLER;47;6,4 %;-;8;1,1 %;-
FDP;10;1,4 %;-;3;0,4 %;-
Tierschutzpartei;22;3,0 %;-;13;1,7 %;-
Plus;-;-;-;4;0,5 %;-
BSW;-;-;-;131;17,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;0;0,0 %;-
