Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;698;-;-;698;-;-
Ungültige Stimmen;3;0,4 %;-;4;0,6 %;-
Gültige Stimmen;695;99,6 %;-;694;99,4 %;-
SPD;220;31,7 %;-;208;30,0 %;-
AfD;77;11,1 %;-;69;9,9 %;-
CDU;105;15,1 %;-;100;14,4 %;-
GRÜNE/B 90;53;7,6 %;-;91;13,1 %;-
DIE LINKE;152;21,9 %;-;90;13,0 %;-
BVB / FREIE WÄHLER;39;5,6 %;-;12;1,7 %;-
FDP;44;6,3 %;-;13;1,9 %;-
Tierschutzpartei;-;-;-;15;2,2 %;-
Plus;-;-;-;17;2,4 %;-
BSW;-;-;-;77;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;5;0,7 %;-;-;-;-
