Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;94;-;-;94;-;-
Wählende;75;79,8 %;-;75;79,8 %;-
Ungültige Stimmen;1;1,3 %;-;0;0,0 %;-
Gültige Stimmen;74;98,7 %;-;75;100,0 %;-
SPD;22;29,7 %;-;20;26,7 %;-
AfD;25;33,8 %;-;22;29,3 %;-
CDU;9;12,2 %;-;5;6,7 %;-
GRÜNE/B 90;1;1,4 %;-;0;0,0 %;-
DIE LINKE;2;2,7 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;15;20,3 %;-;3;4,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,7 %;-
Plus;-;-;-;1;1,3 %;-
BSW;-;-;-;20;26,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;2,7 %;-
