Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;824;-;-;824;-;-
Wählende;383;46,5 %;-;383;46,5 %;-
Ungültige Stimmen;4;1,0 %;-;4;1,0 %;-
Gültige Stimmen;379;99,0 %;-;379;99,0 %;-
SPD;117;30,9 %;-;105;27,7 %;-
AfD;171;45,1 %;-;159;42,0 %;-
CDU;49;12,9 %;-;43;11,3 %;-
GRÜNE/B 90;2;0,5 %;-;4;1,1 %;-
DIE LINKE;18;4,7 %;-;11;2,9 %;-
BVB / FREIE WÄHLER;18;4,7 %;-;7;1,8 %;-
FDP;3;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;8;2,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;40;10,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,3 %;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
