Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.218;-;-;1.218;-;-
Wählende;478;39,2 %;-;478;39,2 %;-
Ungültige Stimmen;3;0,6 %;-;1;0,2 %;-
Gültige Stimmen;475;99,4 %;-;477;99,8 %;-
SPD;181;38,1 %;-;147;30,8 %;-
AfD;150;31,6 %;-;141;29,6 %;-
CDU;79;16,6 %;-;60;12,6 %;-
GRÜNE/B 90;12;2,5 %;-;28;5,9 %;-
DIE LINKE;16;3,4 %;-;10;2,1 %;-
BVB / FREIE WÄHLER;25;5,3 %;-;9;1,9 %;-
FDP;3;0,6 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;11;2,3 %;-
Plus;6;1,3 %;-;5;1,0 %;-
BSW;-;-;-;57;11,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;3;0,6 %;-
EB Müller;3;0,6 %;-;-;-;-
