Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;142;-;-;142;-;-
Wählende;93;65,5 %;-;93;65,5 %;-
Ungültige Stimmen;1;1,1 %;-;2;2,2 %;-
Gültige Stimmen;92;98,9 %;-;91;97,8 %;-
SPD;39;42,4 %;-;31;34,1 %;-
AfD;25;27,2 %;-;29;31,9 %;-
CDU;14;15,2 %;-;12;13,2 %;-
GRÜNE/B 90;1;1,1 %;-;5;5,5 %;-
DIE LINKE;1;1,1 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;4;4,3 %;-;3;3,3 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,2 %;-
Plus;2;2,2 %;-;0;0,0 %;-
BSW;-;-;-;5;5,5 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;3,3 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;5;5,4 %;-;-;-;-
