Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;303;-;-;303;-;-
Wählende;193;63,7 %;-;193;63,7 %;-
Ungültige Stimmen;3;1,6 %;-;0;0,0 %;-
Gültige Stimmen;190;98,4 %;-;193;100,0 %;-
SPD;35;18,4 %;-;40;20,7 %;-
AfD;104;54,7 %;-;91;47,2 %;-
CDU;32;16,8 %;-;22;11,4 %;-
GRÜNE/B 90;1;0,5 %;-;0;0,0 %;-
DIE LINKE;11;5,8 %;-;4;2,1 %;-
BVB / FREIE WÄHLER;5;2,6 %;-;0;0,0 %;-
FDP;1;0,5 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;2;1,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;16,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,5 %;-
EB Hoffmann;1;0,5 %;-;-;-;-
