Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.668;-;-;3.668;-;-
Wählende;1.897;51,7 %;+07;1.897;51,7 %;+07
Ungültige Stimmen;18;0,9 %;-07;14.0;0,7 %;-04
Gültige Stimmen;1.879;99,1 %;+07;1.883;99,3 %;+04
SPD;558;29,7 %;+42;532.0;28,3 %;+14
AfD;868;46,2 %;+123;792.0;42,1 %;+81
CDU;222;11,8 %;-65;173.0;9,2 %;-70
GRÜNE/B 90;5;0,3 %;-59;19.0;1,0 %;-44
DIE LINKE;54;2,9 %;-40;32.0;1,7 %;-36
BVB / FREIE WÄHLER;83;4,4 %;+06;30.0;1,6 %;-11
FDP;26;1,4 %;-39;15.0;0,8 %;-54
Tierschutzpartei;37;2,0 %;+20;28.0;1,5 %;-13
Plus;-;-;-;7.0;0,4 %;-02
BSW;-;-;-;237.0;12,6 %;+126
III. Weg;-;-;-;4.0;0,2 %;+02
DKP;-;-;-;0.0;0,0 %;00
DLW;26;1,4 %;+14;10.0;0,5 %;+05
WU;-;-;-;4.0;0,2 %;+02
