Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;726;-;-;726;-;-
Wählende;446;61,4 %;+62;446;61,4 %;+62
Ungültige Stimmen;13;2,9 %;+10;10;2,2 %;+06
Gültige Stimmen;433;97,1 %;-10;436;97,8 %;-06
SPD;92;21,2 %;+52;94;21,6 %;+43
AfD;203;46,9 %;+85;196;45,0 %;+57
CDU;48;11,1 %;-117;53;12,2 %;-70
GRÜNE/B 90;5;1,2 %;-44;9;2,1 %;-37
DIE LINKE;68;15,7 %;+44;10;2,3 %;-75
BVB / FREIE WÄHLER;14;3,2 %;-04;3;0,7 %;-17
FDP;3;0,7 %;-17;2;0,5 %;-22
Tierschutzpartei;-;-;-;2;0,5 %;-17
Plus;-;-;-;5;1,1 %;-05
BSW;-;-;-;58;13,3 %;+133
III. Weg;0;0,0 %;00;1;0,2 %;+02
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;2;0,5 %;+05
WU;-;-;-;0;0,0 %;00
