Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;734;-;-;734;-;-
Ungültige Stimmen;7;1,0 %;-;4;0,5 %;-
Gültige Stimmen;727;99,0 %;-;730;99,5 %;-
SPD;285;39,2 %;-;246;33,7 %;-
AfD;121;16,6 %;-;102;14,0 %;-
CDU;105;14,4 %;-;86;11,8 %;-
GRÜNE/B 90;52;7,2 %;-;56;7,7 %;-
DIE LINKE;49;6,7 %;-;25;3,4 %;-
BVB / FREIE WÄHLER;50;6,9 %;-;19;2,6 %;-
FDP;15;2,1 %;-;13;1,8 %;-
Tierschutzpartei;-;-;-;29;4,0 %;-
Plus;50;6,9 %;-;23;3,2 %;-
BSW;-;-;-;127;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;1;0,1 %;-
