Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.043;-;-;1.043;-;-
Ungültige Stimmen;12;1,2 %;-;5.0;0,5 %;-
Gültige Stimmen;1.031;98,8 %;-;1.038;99,5 %;-
SPD;302;29,3 %;-;346.0;33,3 %;-
AfD;195;18,9 %;-;170.0;16,4 %;-
CDU;210;20,4 %;-;147.0;14,2 %;-
GRÜNE/B 90;50;4,8 %;-;61.0;5,9 %;-
DIE LINKE;170;16,5 %;-;51.0;4,9 %;-
BVB / FREIE WÄHLER;79;7,7 %;-;32.0;3,1 %;-
FDP;25;2,4 %;-;16.0;1,5 %;-
Tierschutzpartei;-;-;-;27.0;2,6 %;-
Plus;-;-;-;10.0;1,0 %;-
BSW;-;-;-;167.0;16,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;3.0;0,3 %;-
DLW;-;-;-;4.0;0,4 %;-
WU;-;-;-;4.0;0,4 %;-
