Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;785;-;-;785;-;-
Wählende;363;46,2 %;-;363;46,2 %;-
Ungültige Stimmen;6;1,7 %;-;1;0,3 %;-
Gültige Stimmen;357;98,3 %;-;362;99,7 %;-
SPD;104;29,1 %;-;92;25,4 %;-
AfD;146;40,9 %;-;138;38,1 %;-
CDU;38;10,6 %;-;28;7,7 %;-
GRÜNE/B 90;1;0,3 %;-;6;1,7 %;-
DIE LINKE;8;2,2 %;-;7;1,9 %;-
BVB / FREIE WÄHLER;42;11,8 %;-;14;3,9 %;-
FDP;8;2,2 %;-;5;1,4 %;-
Tierschutzpartei;-;-;-;12;3,3 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;50;13,8 %;-
III. Weg;-;-;-;3;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;10;2,8 %;-;3;0,8 %;-
WU;-;-;-;1;0,3 %;-
