Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;399;-;-;399;-;-
Wählende;209;52,4 %;-;209;52,4 %;-
Ungültige Stimmen;5;2,4 %;-;5;2,4 %;-
Gültige Stimmen;204;97,6 %;-;204;97,6 %;-
SPD;63;30,9 %;-;50;24,5 %;-
AfD;88;43,1 %;-;79;38,7 %;-
CDU;25;12,3 %;-;28;13,7 %;-
GRÜNE/B 90;9;4,4 %;-;7;3,4 %;-
DIE LINKE;7;3,4 %;-;3;1,5 %;-
BVB / FREIE WÄHLER;10;4,9 %;-;9;4,4 %;-
FDP;2;1,0 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;3;1,5 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;19;9,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;2,0 %;-
WU;-;-;-;0;0,0 %;-
