Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;964;-;-;964;-;-
Wählende;536;55,6 %;-;536;55,6 %;-
Ungültige Stimmen;7;1,3 %;-;3;0,6 %;-
Gültige Stimmen;529;98,7 %;-;533;99,4 %;-
SPD;119;22,5 %;-;130;24,4 %;-
AfD;227;42,9 %;-;216;40,5 %;-
CDU;103;19,5 %;-;56;10,5 %;-
GRÜNE/B 90;5;0,9 %;-;11;2,1 %;-
DIE LINKE;27;5,1 %;-;18;3,4 %;-
BVB / FREIE WÄHLER;27;5,1 %;-;15;2,8 %;-
FDP;5;0,9 %;-;4;0,8 %;-
Tierschutzpartei;15;2,8 %;-;10;1,9 %;-
Plus;-;-;-;4;0,8 %;-
BSW;-;-;-;63;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,2 %;-;0;0,0 %;-
WU;-;-;-;6;1,1 %;-
