Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.113;-;-;1.113;-;-
Ungültige Stimmen;11;1,0 %;+04;5.0;0,4 %;-01
Gültige Stimmen;1.102;99,0 %;-04;1.108;99,6 %;+01
SPD;339;30,8 %;+65;348.0;31,4 %;+57
AfD;281;25,5 %;+62;232.0;20,9 %;-09
CDU;251;22,8 %;+42;173.0;15,6 %;-25
GRÜNE/B 90;26;2,4 %;-71;17.0;1,5 %;-55
DIE LINKE;79;7,2 %;-84;34.0;3,1 %;-89
BVB / FREIE WÄHLER;113;10,3 %;+16;33.0;3,0 %;-32
FDP;13;1,2 %;-30;7.0;0,6 %;-39
Tierschutzpartei;-;-;-;23.0;2,1 %;-06
Plus;-;-;-;4.0;0,4 %;-14
BSW;-;-;-;226.0;20,4 %;+204
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;2.0;0,2 %;+02
DLW;-;-;-;4.0;0,4 %;+04
WU;-;-;-;5.0;0,5 %;+05
