Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;234;-;-;234;-;-
Wählende;138;59,0 %;-;138;59,0 %;-
Ungültige Stimmen;2;1,4 %;-;2;1,4 %;-
Gültige Stimmen;136;98,6 %;-;136;98,6 %;-
SPD;45;33,1 %;-;31;22,8 %;-
AfD;52;38,2 %;-;48;35,3 %;-
CDU;19;14,0 %;-;20;14,7 %;-
GRÜNE/B 90;1;0,7 %;-;7;5,1 %;-
DIE LINKE;5;3,7 %;-;2;1,5 %;-
BVB / FREIE WÄHLER;8;5,9 %;-;1;0,7 %;-
FDP;2;1,5 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;22;16,2 %;-
III. Weg;-;-;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;2,9 %;-;2;1,5 %;-
WU;-;-;-;0;0,0 %;-
