Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;192;-;-;192;-;-
Wählende;121;63,0 %;-;121;63,0 %;-
Ungültige Stimmen;3;2,5 %;-;1;0,8 %;-
Gültige Stimmen;118;97,5 %;-;120;99,2 %;-
SPD;45;38,1 %;-;37;30,8 %;-
AfD;40;33,9 %;-;30;25,0 %;-
CDU;13;11,0 %;-;10;8,3 %;-
GRÜNE/B 90;2;1,7 %;-;5;4,2 %;-
DIE LINKE;7;5,9 %;-;8;6,7 %;-
BVB / FREIE WÄHLER;7;5,9 %;-;2;1,7 %;-
FDP;0;0,0 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;2;1,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;15,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;3,4 %;-;6;5,0 %;-
WU;-;-;-;0;0,0 %;-
