Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.014;-;-;1.014;-;-
Ungültige Stimmen;7;0,7 %;-;1.0;0,1 %;-
Gültige Stimmen;1.007;99,3 %;-;1.013;99,9 %;-
SPD;438;43,5 %;-;407.0;40,2 %;-
AfD;168;16,7 %;-;152.0;15,0 %;-
CDU;184;18,3 %;-;141.0;13,9 %;-
GRÜNE/B 90;34;3,4 %;-;53.0;5,2 %;-
DIE LINKE;80;7,9 %;-;18.0;1,8 %;-
BVB / FREIE WÄHLER;83;8,2 %;-;34.0;3,4 %;-
FDP;10;1,0 %;-;6.0;0,6 %;-
Tierschutzpartei;-;-;-;20.0;2,0 %;-
Plus;-;-;-;12.0;1,2 %;-
BSW;-;-;-;162.0;16,0 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;10;1,0 %;-;0.0;0,0 %;-
DLW;-;-;-;6.0;0,6 %;-
WU;-;-;-;1.0;0,1 %;-
