Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.050;-;-;1.05;-;-
Wählende;490;46,7 %;-;490.0;46,7 %;-
Ungültige Stimmen;7;1,4 %;-;5.0;1,0 %;-
Gültige Stimmen;483;98,6 %;-;485.0;99,0 %;-
SPD;160;33,1 %;-;122.0;25,2 %;-
AfD;176;36,4 %;-;166.0;34,2 %;-
CDU;60;12,4 %;-;37.0;7,6 %;-
GRÜNE/B 90;9;1,9 %;-;38.0;7,8 %;-
DIE LINKE;36;7,5 %;-;30.0;6,2 %;-
BVB / FREIE WÄHLER;29;6,0 %;-;18.0;3,7 %;-
FDP;7;1,4 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;10.0;2,1 %;-
Plus;-;-;-;5.0;1,0 %;-
BSW;-;-;-;55.0;11,3 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;6;1,2 %;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
