Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;710;-;-;710;-;-
Wählende;351;49,4 %;+01;351;49,4 %;+01
Ungültige Stimmen;4;1,1 %;+03;1;0,3 %;-05
Gültige Stimmen;347;98,9 %;-03;350;99,7 %;+05
SPD;104;30,0 %;+52;97;27,7 %;+16
AfD;132;38,0 %;+179;121;34,6 %;+136
CDU;64;18,4 %;-30;42;12,0 %;-83
GRÜNE/B 90;4;1,2 %;-89;10;2,9 %;-90
DIE LINKE;19;5,5 %;-45;6;1,7 %;-72
BVB / FREIE WÄHLER;20;5,8 %;-29;4;1,1 %;-23
FDP;4;1,2 %;-32;3;0,9 %;-41
Tierschutzpartei;-;-;-;5;1,4 %;-09
Plus;-;-;-;3;0,9 %;-03
BSW;-;-;-;57;16,3 %;+163
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,6 %;+06
WU;-;-;-;0;0,0 %;00
