Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.128;-;-;1.128;-;-
Wählende;523;46,4 %;-;523;46,4 %;-
Ungültige Stimmen;11;2,1 %;-;7;1,3 %;-
Gültige Stimmen;512;97,9 %;-;516;98,7 %;-
SPD;166;32,4 %;-;142;27,5 %;-
AfD;206;40,2 %;-;194;37,6 %;-
CDU;71;13,9 %;-;56;10,9 %;-
GRÜNE/B 90;9;1,8 %;-;11;2,1 %;-
DIE LINKE;18;3,5 %;-;9;1,7 %;-
BVB / FREIE WÄHLER;28;5,5 %;-;9;1,7 %;-
FDP;5;1,0 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;12;2,3 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;73;14,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;7;1,4 %;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
EB Schamberger;2;0,4 %;-;-;-;-
