Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;908;-;-;908;-;-
Ungültige Stimmen;7;0,8 %;-;3;0,3 %;-
Gültige Stimmen;901;99,2 %;-;905;99,7 %;-
SPD;194;21,5 %;-;227;25,1 %;-
AfD;242;26,9 %;-;212;23,4 %;-
CDU;207;23,0 %;-;127;14,0 %;-
GRÜNE/B 90;37;4,1 %;-;22;2,4 %;-
DIE LINKE;69;7,7 %;-;31;3,4 %;-
BVB / FREIE WÄHLER;148;16,4 %;-;45;5,0 %;-
FDP;4;0,4 %;-;10;1,1 %;-
Tierschutzpartei;-;-;-;23;2,5 %;-
Plus;-;-;-;7;0,8 %;-
BSW;-;-;-;193;21,3 %;-
III. Weg;-;-;-;2;0,2 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;5;0,6 %;-
WU;-;-;-;0;0,0 %;-
