Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.308;-;-;1.308;-;-
Wählende;690;52,8 %;-;690;52,8 %;-
Ungültige Stimmen;15;2,2 %;-;10;1,4 %;-
Gültige Stimmen;675;97,8 %;-;680;98,6 %;-
SPD;282;41,8 %;-;234;34,4 %;-
AfD;211;31,3 %;-;205;30,1 %;-
CDU;102;15,1 %;-;79;11,6 %;-
GRÜNE/B 90;5;0,7 %;-;25;3,7 %;-
DIE LINKE;21;3,1 %;-;15;2,2 %;-
BVB / FREIE WÄHLER;40;5,9 %;-;16;2,4 %;-
FDP;7;1,0 %;-;2;0,3 %;-
Tierschutzpartei;-;-;-;24;3,5 %;-
Plus;-;-;-;5;0,7 %;-
BSW;-;-;-;73;10,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,1 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
EB Schamberger;6;0,9 %;-;-;-;-
