Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;51.680;-;-;51.68;-;-
Wählende;36.015;69,7 %;+128;36.015;69,7 %;+128
Ungültige Stimmen;555;1,5 %;-00;321.0;0,9 %;-04
Gültige Stimmen;35.460;98,5 %;+00;35.694;99,1 %;+04
SPD;10.129;28,6 %;+51;9.415;26,4 %;+25
AfD;13.082;36,9 %;+110;12.145;34,0 %;+69
CDU;4.121;11,6 %;-25;3.667;10,3 %;-35
GRÜNE/B 90;736;2,1 %;-62;946.0;2,7 %;-58
DIE LINKE;1.761;5,0 %;-89;1.038;2,9 %;-82
BVB / FREIE WÄHLER;3.604;10,2 %;-01;1.15;3,2 %;-38
FDP;652;1,8 %;-22;217.0;0,6 %;-34
Tierschutzpartei;-;-;-;837.0;2,3 %;-07
Plus;-;-;-;298.0;0,8 %;-07
BSW;-;-;-;5.267;14,8 %;+148
III. Weg;-;-;-;38.0;0,1 %;+01
DKP;-;-;-;22.0;0,1 %;+01
DLW;1.375;3,9 %;+39;552.0;1,5 %;+15
WU;-;-;-;102.0;0,3 %;+03
