Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;709;-;-;709;-;-
Ungültige Stimmen;12;1,7 %;-;3;0,4 %;-
Gültige Stimmen;697;98,3 %;-;706;99,6 %;-
SPD;270;38,7 %;-;240;34,0 %;-
AfD;43;6,2 %;-;32;4,5 %;-
CDU;74;10,6 %;-;66;9,3 %;-
GRÜNE/B 90;160;23,0 %;-;141;20,0 %;-
DIE LINKE;88;12,6 %;-;62;8,8 %;-
BVB / FREIE WÄHLER;27;3,9 %;-;6;0,8 %;-
FDP;11;1,6 %;-;8;1,1 %;-
Tierschutzpartei;24;3,4 %;-;17;2,4 %;-
Plus;-;-;-;30;4,2 %;-
BSW;-;-;-;101;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,1 %;-
