Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.044;-;-;1.044;-;-
Wählende;463;44,3 %;-;463.0;44,3 %;-
Ungültige Stimmen;4;0,9 %;-;0.0;0,0 %;-
Gültige Stimmen;459;99,1 %;-;463.0;100,0 %;-
SPD;181;39,4 %;-;164.0;35,4 %;-
AfD;163;35,5 %;-;150.0;32,4 %;-
CDU;45;9,8 %;-;30.0;6,5 %;-
GRÜNE/B 90;10;2,2 %;-;5.0;1,1 %;-
DIE LINKE;17;3,7 %;-;6.0;1,3 %;-
BVB / FREIE WÄHLER;26;5,7 %;-;10.0;2,2 %;-
FDP;1;0,2 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;17.0;3,7 %;-
Plus;16;3,5 %;-;13.0;2,8 %;-
BSW;-;-;-;62.0;13,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;2.0;0,4 %;-
