Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;62;-;-;62;-;-
Wählende;38;61,3 %;-;38;61,3 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;38;100,0 %;-;38;100,0 %;-
SPD;10;26,3 %;-;11;28,9 %;-
AfD;11;28,9 %;-;11;28,9 %;-
CDU;10;26,3 %;-;7;18,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;2,6 %;-
DIE LINKE;3;7,9 %;-;1;2,6 %;-
BVB / FREIE WÄHLER;4;10,5 %;-;1;2,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;5;13,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;1;2,6 %;-
