Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;145;-;-;145;-;-
Wählende;108;74,5 %;-;108;74,5 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;108;100,0 %;-;108;100,0 %;-
SPD;33;30,6 %;-;42;38,9 %;-
AfD;55;50,9 %;-;54;50,0 %;-
CDU;4;3,7 %;-;1;0,9 %;-
GRÜNE/B 90;1;0,9 %;-;1;0,9 %;-
DIE LINKE;3;2,8 %;-;2;1,9 %;-
BVB / FREIE WÄHLER;10;9,3 %;-;0;0,0 %;-
FDP;2;1,9 %;-;1;0,9 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;5;4,6 %;-
III. Weg;-;-;-;1;0,9 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,9 %;-
EB Hoffmann;0;0,0 %;-;-;-;-
