Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;612;-;-;612;-;-
Ungültige Stimmen;7;1,1 %;-;0;0,0 %;-
Gültige Stimmen;605;98,9 %;-;612;100,0 %;-
SPD;131;21,7 %;-;158;25,8 %;-
AfD;148;24,5 %;-;147;24,0 %;-
CDU;242;40,0 %;-;151;24,7 %;-
GRÜNE/B 90;13;2,1 %;-;15;2,5 %;-
DIE LINKE;27;4,5 %;-;18;2,9 %;-
BVB / FREIE WÄHLER;27;4,5 %;-;10;1,6 %;-
FDP;3;0,5 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;12;2,0 %;-
Plus;7;1,2 %;-;10;1,6 %;-
BSW;-;-;-;85;13,9 %;-
III. Weg;1;0,2 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;6;1,0 %;-;-;-;-
