Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;176;-;-;176;-;-
Wählende;113;64,2 %;-;113;64,2 %;-
Ungültige Stimmen;1;0,9 %;-;1;0,9 %;-
Gültige Stimmen;112;99,1 %;-;112;99,1 %;-
SPD;34;30,4 %;-;28;25,0 %;-
AfD;45;40,2 %;-;42;37,5 %;-
CDU;21;18,8 %;-;23;20,5 %;-
GRÜNE/B 90;1;0,9 %;-;2;1,8 %;-
DIE LINKE;4;3,6 %;-;1;0,9 %;-
BVB / FREIE WÄHLER;6;5,4 %;-;2;1,8 %;-
FDP;1;0,9 %;-;1;0,9 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;10,7 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,9 %;-
WU;-;-;-;0;0,0 %;-
