Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;144;-;-;144;-;-
Wählende;69;47,9 %;+56;69;47,9 %;+56
Ungültige Stimmen;0;0,0 %;-21;0;0,0 %;-18
Gültige Stimmen;69;100,0 %;+21;69;100,0 %;+18
SPD;11;15,9 %;-105;11;15,9 %;-102
AfD;36;52,2 %;+229;34;49,3 %;+187
CDU;11;15,9 %;+20;10;14,5 %;+09
GRÜNE/B 90;1;1,4 %;-59;0;0,0 %;-69
DIE LINKE;1;1,4 %;-101;0;0,0 %;-100
BVB / FREIE WÄHLER;6;8,7 %;+10;2;2,9 %;-26
FDP;1;1,4 %;-23;0;0,0 %;-34
Tierschutzpartei;-;-;-;2;2,9 %;+05
Plus;-;-;-;0;0,0 %;-13
BSW;-;-;-;9;13,0 %;+130
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;2;2,9 %;+29;1;1,4 %;+14
WU;-;-;-;0;0,0 %;00
