Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;88;-;-;88;-;-
Wählende;68;77,3 %;+94;68;77,3 %;+94
Ungültige Stimmen;1;1,5 %;-103;0;0,0 %;-10
Gültige Stimmen;67;98,5 %;+103;68;100,0 %;+10
SPD;16;23,9 %;-128;9;13,2 %;-86
AfD;32;47,8 %;+478;33;48,5 %;+27
CDU;16;23,9 %;+34;17;25,0 %;+128
GRÜNE/B 90;0;0,0 %;-07;0;0,0 %;-19
DIE LINKE;0;0,0 %;-79;0;0,0 %;-48
BVB / FREIE WÄHLER;3;4,5 %;-52;1;1,5 %;-14
FDP;0;0,0 %;-72;0;0,0 %;-80
Tierschutzpartei;-;-;-;1;1,5 %;-01
Plus;-;-;-;0;0,0 %;-10
BSW;-;-;-;5;7,4 %;+74
III. Weg;-;-;-;0;0,0 %;00
DKP;0;0,0 %;00;0;0,0 %;00
DLW;-;-;-;2;2,9 %;+29
WU;-;-;-;0;0,0 %;00
